locus_name,chrom,start,end,gene_density_score,regulatory_score,repeat_score,complexity_score,total_score
locus_A,chr1,21300,22300,0,0,0,0,0
locus_A,chr1,21500,22500,0,0,0,0,0
locus_A,chr1,21700,22700,0,0,0,0,0
locus_A,chr1,21900,22900,0,0,0,0,0
locus_A,chr1,22100,23100,0,0,0,0,0
locus_A,chr1,22300,23300,0,0,0,0,0
locus_A,chr1,22500,23500,0,0,0,0,0
locus_A,chr1,22700,23700,0,0,0,0,0
locus_A,chr1,22900,23900,0,0,0,0,0
locus_A,chr1,23100,24100,0,0,0,0,0
locus_A,chr1,23300,24300,0,0,0,0,0
locus_A,chr1,23500,24500,0,0,0,0,0
locus_A,chr1,23700,24700,0,0,0,0,0
locus_A,chr1,23900,24900,0,0,0,0,0
locus_A,chr1,24100,25100,0,0,0,0,0
locus_A,chr1,24300,25300,0,0,0,0,0
locus_A,chr1,24500,25500,0,0,0,0,0
locus_A,chr1,24700,25700,0,0,0,0,0
locus_A,chr1,24900,25900,0,0,0,0,0
locus_A,chr1,25100,26100,0,0,0,0,0
locus_A,chr1,25300,26300,0,0,0,0,0
locus_A,chr1,25500,26500,0,0,0,0,0
locus_A,chr1,25700,26700,0,0,0,0,0
locus_A,chr1,25900,26900,0,0,0,0,0
locus_A,chr1,26100,27100,0,0,0,0,0
locus_A,chr1,26300,27300,0,0,0,0,0
locus_A,chr1,26500,27500,0,0,0,0,0
locus_A,chr1,26700,27700,0,0,0,0,0
locus_A,chr1,26900,27900,0,0,0,0,0
locus_A,chr1,27100,28100,0,0,0,0,0
locus_A,chr1,27300,28300,0,0,0,0,0
locus_A,chr1,27500,28500,0,0,0,0,0
locus_A,chr1,27700,28700,0,0,0,0,0
locus_A,chr1,27900,28900,0,0,0,0,0
locus_A,chr1,28100,29100,0,0,0,0,0
locus_A,chr1,28300,29300,0,0,0,0,0
locus_A,chr1,28500,29500,0,0,0,0,0
locus_A,chr1,28700,29700,0,0,0,0,0
locus_A,chr1,28900,29900,0,0,0,0,0
locus_A,chr1,29100,30100,0,0,0,0,0
locus_A,chr1,29300,30300,0,0,0,0,0
locus_A,chr1,29500,30500,0,0,0,0,0
locus_A,chr1,29700,30700,0,0,0,0,0
locus_A,chr1,29900,30900,0,0,0,0,0
locus_A,chr1,30100,31100,0,0,0,0,0
locus_A,chr1,30300,31300,0,0,0,0,0
locus_A,chr1,30500,31500,0,0,0,0,0
locus_A,chr1,30700,31700,0,0,0,0,0
locus_A,chr1,30900,31900,0,0,0,0,0
locus_A,chr1,31100,32100,0,0,0,0,0
locus_A,chr1,31300,32300,0,0,0,0,0
locus_A,chr1,31500,32500,0,0,0,0,0
locus_A,chr1,31700,32700,0,0,0,0,0
locus_A,chr1,31900,32900,0,0,0,0,0
locus_A,chr1,32100,33100,0,0,0,0,0
locus_A,chr1,32300,33300,0,0,0,0,0
locus_A,chr1,32500,33500,0,0,0,0,0
locus_A,chr1,32700,33700,0,0,0,0,0
locus_A,chr1,32900,33900,0,0,0,0,0
locus_A,chr1,33100,34100,0,0,0,0,0
locus_A,chr1,33300,34300,0,0,0,0,0
locus_A,chr1,33500,34500,0,0,0,0,0
locus_A,chr1,33700,34700,0,0,0,0,0
locus_A,chr1,33900,34900,0,0,0,0,0
locus_A,chr1,34100,35100,0,0,0,0,0
locus_A,chr1,34300,35300,0,0,0,0,0
locus_A,chr1,34500,35500,0,0,0,0,0
locus_A,chr1,34700,35700,0,0,0,0,0
locus_A,chr1,34900,35900,0,0,0,0,0
locus_A,chr1,35100,36100,0,0,0,0,0
locus_A,chr1,35300,36300,0,0,0,0,0
locus_A,chr1,35500,36500,0,0,0,0,0
locus_A,chr1,35700,36700,0,0,0,0,0
locus_A,chr1,35900,36900,0,0,0,0,0
locus_A,chr1,36100,37100,0,0,0,0,0
locus_A,chr1,36300,37300,0,0,0,0,0
locus_A,chr1,36500,37500,0,0,0,0,0
locus_A,chr1,36700,37700,0,0,0,0,0
locus_A,chr1,36900,37900,0,0,0,0,0
locus_A,chr1,37100,38100,0,0,0,0,0
locus_A,chr1,37300,38300,0,0,0,0,0
locus_A,chr1,37500,38500,0,0,0,0,0
locus_A,chr1,37700,38700,0,0,0,0,0
locus_A,chr1,37900,38900,0,0,0,0,0
locus_A,chr1,38100,39100,0,0,0,0,0
locus_A,chr1,38300,39300,0,0,0,0,0
locus_A,chr1,38500,39500,0,0,0,0,0
locus_A,chr1,38700,39700,0,0,0,0,0
locus_A,chr1,38900,39900,0,0,0,0,0
locus_A,chr1,39100,40100,0,0,0,0,0
locus_A,chr1,39300,40300,0,0,0,0,0
locus_A,chr1,39500,40500,0,0,0,0,0
locus_A,chr1,39700,40700,0,0,0,0,0
locus_A,chr1,39900,40900,0,0,0,0,0
locus_A,chr1,40100,41100,0,0,0,0,0
locus_A,chr1,40300,41300,0,0,0,0,0
locus_A,chr1,40500,41500,0,0,0,0,0
locus_A,chr1,40700,41700,0,0,0,0,0
locus_A,chr1,40900,41900,0,0,0,0,0
locus_A,chr1,41100,42100,0,0,0,0,0
locus_A,chr1,41300,42300,0,0,0,0,0
locus_A,chr1,41500,42500,0,0,0,0,0
locus_A,chr1,41700,42700,0,0,0,0,0
locus_A,chr1,41900,42900,0,0,0,0,0
locus_A,chr1,42100,43100,0,0,0,0,0
locus_A,chr1,42300,43300,0,0,0,0,0
locus_A,chr1,42500,43500,0,0,0,0,0
locus_A,chr1,42700,43700,0,0,0,0,0
locus_A,chr1,42900,43900,0,0,0,0,0
locus_A,chr1,43100,44100,0,0,0,0,0
locus_A,chr1,43300,44300,0,0,0,0,0
locus_A,chr1,43500,44500,0,0,0,0,0
locus_A,chr1,43700,44700,0,0,0,0,0
locus_A,chr1,43900,44900,0,0,0,0,0
locus_A,chr1,44100,45100,0,0,0,0,0
locus_A,chr1,44300,45300,0,0,0,0,0
locus_A,chr1,44500,45500,0,0,0,0,0
locus_A,chr1,44700,45700,0,0,0,0,0
locus_A,chr1,44900,45900,0,0,0,0,0
locus_A,chr1,45100,46100,0,0,0,0,0
locus_A,chr1,45300,46300,0,0,0,0,0
locus_A,chr1,45500,46500,0,0,0,0,0
locus_A,chr1,45700,46700,0,0,0,0,0
locus_A,chr1,45900,46900,0,0,0,0,0
locus_A,chr1,46100,47100,0,0,0,0,0
locus_A,chr1,46300,47300,0,0,0,0,0
locus_A,chr1,46500,47500,0,0,0,0,0
locus_A,chr1,46700,47700,0,0,0,0,0
locus_A,chr1,46900,47900,0,0,0,0,0
locus_A,chr1,47100,48100,0,0,0,0,0
locus_A,chr1,47300,48300,0,0,0,0,0
locus_A,chr1,47500,48500,0,0,0,0,0
locus_A,chr1,47700,48700,0,0,0,0,0
locus_A,chr1,47900,48900,0,0,0,0,0
locus_A,chr1,48100,49100,0,0,0,0,0
locus_A,chr1,48300,49300,0,0,0,0,0
locus_A,chr1,48500,49500,0,0,0,0,0
locus_A,chr1,48700,49700,0,0,0,0,0
locus_A,chr1,48900,49900,0,0,0,0,0
locus_A,chr1,49100,50100,0,0,0,0,0
locus_A,chr1,49300,50300,0,0,0,0,0
locus_A,chr1,49500,50500,0,0,0,0,0
locus_A,chr1,49700,50700,0,0,0,0,0
locus_A,chr1,49900,50900,0,0,0,0,0
locus_A,chr1,50100,51100,0,0,0,0,0
locus_A,chr1,50300,51300,0,0,0,0,0
locus_A,chr1,50500,51500,0,0,0,0,0
locus_A,chr1,50700,51700,0,0,0,0,0
locus_A,chr1,50900,51900,0,0,0,0,0
locus_A,chr1,51100,52100,0,0,0,0,0
locus_A,chr1,51300,52300,0,0,0,0,0
locus_A,chr1,51500,52500,0,0,0,0,0
locus_A,chr1,51700,52700,0,0,0,0,0
locus_A,chr1,51900,52900,0,0,0,0,0
locus_A,chr1,52100,53100,0,0,0,0,0
locus_A,chr1,52300,53300,0,0,0,0,0
locus_A,chr1,52500,53500,0,0,0,0,0
locus_A,chr1,52700,53700,0,0,0,0,0
locus_A,chr1,52900,53900,0,0,0,0,0
locus_A,chr1,53100,54100,0,0,0,0,0
locus_A,chr1,53300,54300,0,0,0,0,0
locus_A,chr1,53500,54500,0,0,0,0,0
locus_A,chr1,53700,54700,0,0,0,0,0
locus_A,chr1,53900,54900,0,0,0,0,0
locus_A,chr1,54100,55100,0,0,0,0,0
locus_A,chr1,54300,55300,0,0,0,0,0
locus_A,chr1,54500,55500,0,0,0,0,0
locus_A,chr1,54700,55700,0,0,0,0,0
locus_A,chr1,54900,55900,0,0,0,0,0
locus_A,chr1,55100,56100,0,0,0,0,0
locus_A,chr1,55300,56300,0,0,0,0,0
locus_A,chr1,55500,56500,0,0,0,0,0
locus_A,chr1,55700,56700,0,0,0,0,0
locus_A,chr1,55900,56900,0,0,0,0,0
locus_A,chr1,56100,57100,0,0,0,0,0
locus_A,chr1,56300,57300,0,0,0,0,0
locus_A,chr1,56500,57500,0,0,0,0,0
locus_A,chr1,56700,57700,0,0,0,0,0
locus_A,chr1,56900,57900,0,0,0,0,0
locus_A,chr1,57100,58100,0,0,0,0,0
locus_A,chr1,57300,58300,0,0,0,0,0
locus_A,chr1,57500,58500,0,0,0,0,0
locus_A,chr1,57700,58700,0,0,0,0,0
locus_A,chr1,57900,58900,0,0,0,0,0
locus_A,chr1,58100,59100,0,0,0,0,0
locus_A,chr1,58300,59300,0,0,0,0,0
locus_A,chr1,58500,59500,0,0,0,0,0
locus_A,chr1,58700,59700,0,0,0,0,0
locus_A,chr1,58900,59900,0,0,0,0,0
locus_A,chr1,59100,60100,0,0,0,0,0
locus_A,chr1,59300,60300,0,0,0,0,0
locus_A,chr1,59500,60500,0,0,0,0,0
locus_A,chr1,59700,60700,0,0,0,0,0
locus_A,chr1,59900,60900,0,0,0,0,0
locus_A,chr1,60100,61100,0,0,0,0,0
locus_A,chr1,60300,61300,0,0,0,0,0
locus_A,chr1,60500,61500,0,0,0,0,0
locus_A,chr1,60700,61700,0,0,0,0,0
locus_A,chr1,60900,61900,0,0,0,0,0
locus_A,chr1,61100,62100,0,0,0,0,0
locus_A,chr1,61300,62300,0,0,0,0,0
locus_A,chr1,61500,62500,0,0,0,0,0
locus_A,chr1,61700,62700,0,0,0,0,0
locus_A,chr1,61900,62900,0,0,0,0,0
locus_A,chr1,62100,63100,0,0,0,0,0
locus_A,chr1,62300,63300,0,0,0,0,0
locus_A,chr1,62500,63500,0,0,0,0,0
locus_A,chr1,62700,63700,0,0,0,0,0
locus_A,chr1,62900,63900,0,0,0,0,0
locus_A,chr1,63100,64100,0,0,0,0,0
locus_A,chr1,63300,64300,0,0,0,0,0
locus_A,chr1,63500,64500,0,0,0,0,0
locus_A,chr1,63700,64700,0,0,0,0,0
locus_A,chr1,63900,64900,0,0,0,0,0
locus_A,chr1,64100,65100,0,0,0,0,0
locus_A,chr1,64300,65300,0,0,0,0,0
locus_A,chr1,64500,65500,0,0,0,0,0
locus_A,chr1,64700,65700,0,0,0,0,0
locus_A,chr1,64900,65900,0,0,0,0,0
locus_A,chr1,65100,66100,0,0,0,0,0
locus_A,chr1,65300,66300,0,0,0,0,0
locus_A,chr1,65500,66500,0,0,0,0,0
locus_A,chr1,65700,66700,0,0,0,0,0
locus_A,chr1,65900,66900,0,0,0,0,0
locus_A,chr1,66100,67100,0,0,0,0,0
locus_A,chr1,66300,67300,0,0,0,0,0
locus_A,chr1,66500,67500,0,0,0,0,0
locus_A,chr1,66700,67700,0,0,0,0,0
locus_A,chr1,66900,67900,0,0,0,0,0
locus_A,chr1,67100,68100,0,0,0,0,0
locus_A,chr1,67300,68300,0,0,0,0,0
locus_A,chr1,67500,68500,0,0,0,0,0
locus_A,chr1,67700,68700,0,0,0,0,0
locus_A,chr1,67900,68900,0,0,0,0,0
locus_A,chr1,68100,69100,0,0,0,0,0
locus_A,chr1,68300,69300,0,0,0,0,0
locus_A,chr1,68500,69500,0,0,0,0,0
locus_A,chr1,68700,69700,0,0,0,0,0
locus_A,chr1,68900,69900,0,0,0,0,0
locus_A,chr1,69100,70100,0,0,0,0,0
locus_A,chr1,69300,70300,0,0,0,0,0
locus_A,chr1,69500,70500,0,0,0,0,0
locus_A,chr1,69700,70700,0,0,0,0,0
locus_A,chr1,69900,70900,0,0,0,0,0
locus_A,chr1,70100,71100,0,0,0,0,0
locus_A,chr1,70300,71300,0,0,0,0,0
locus_A,chr1,70500,71500,0,0,0,0,0
locus_A,chr1,70700,71700,0,0,0,0,0
locus_A,chr1,70900,71900,0,0,0,0,0
locus_A,chr1,71100,72100,0,0,0,0,0
locus_A,chr1,71300,72300,0,0,0,0,0
locus_A,chr1,71500,72500,0,0,0,0,0
locus_A,chr1,71700,72700,0,0,0,0,0
locus_A,chr1,71900,72900,0,0,0,0,0
locus_A,chr1,72100,73100,0,0,0,0,0
locus_A,chr1,72300,73300,0,0,0,0,0
locus_A,chr1,72500,73500,0,0,0,0,0
locus_A,chr1,72700,73700,0,0,0,0,0
locus_A,chr1,72900,73900,0,0,0,0,0
locus_A,chr1,73100,74100,0,0,0,0,0
locus_A,chr1,73300,74300,0,0,0,0,0
locus_A,chr1,73500,74500,0,0,0,0,0
locus_A,chr1,73700,74700,0,0,0,0,0
locus_A,chr1,73900,74900,0,0,0,0,0
locus_A,chr1,74100,75100,0,0,0,0,0
locus_A,chr1,74300,75300,0,0,0,0,0
locus_A,chr1,74500,75500,0,0,0,0,0
locus_A,chr1,74700,75700,0,0,0,0,0
locus_A,chr1,74900,75900,0,0,0,0,0
locus_A,chr1,75100,76100,0,0,0,0,0
locus_A,chr1,75300,76300,0,0,0,0,0
locus_A,chr1,75500,76500,0,0,0,0,0
locus_A,chr1,75700,76700,0,0,0,0,0
locus_A,chr1,75900,76900,0,0,0,0,0
locus_A,chr1,76100,77100,0,0,0,0,0
locus_A,chr1,76300,77300,0,0,0,0,0
locus_A,chr1,76500,77500,0,0,0,0,0
locus_A,chr1,76700,77700,0,0,0,0,0
locus_A,chr1,76900,77900,0,0,0,0,0
locus_A,chr1,77100,78100,0,0,0,0,0
locus_A,chr1,77300,78300,0,0,0,0,0
locus_A,chr1,77500,78500,0,0,0,0,0
locus_A,chr1,77700,78700,0,0,0,0,0
locus_A,chr1,77900,78900,0,0,0,0,0
locus_A,chr1,78100,79100,0,0,0,0,0
locus_A,chr1,78300,79300,0,0,0,0,0
locus_A,chr1,78500,79500,0,0,0,0,0
locus_A,chr1,78700,79700,0,0,0,0,0
locus_A,chr1,78900,79900,0,0,0,0,0
locus_A,chr1,79100,80100,0,0,0,0,0
locus_A,chr1,79300,80300,0,0,0,0,0
locus_A,chr1,79500,80500,0,0,0,0,0
locus_A,chr1,79700,80700,0,0,0,0,0
locus_A,chr1,79900,80900,0,0,0,0,0
locus_A,chr1,80100,81100,0,0,0,0,0
locus_A,chr1,80300,81300,0,0,0,0,0
locus_A,chr1,80500,81500,0,0,0,0,0
locus_A,chr1,80700,81700,0,0,0,0,0
locus_A,chr1,80900,81900,0,0,0,0,0
locus_A,chr1,81100,82100,0,0,0,0,0
locus_A,chr1,81300,82300,0,0,0,0,0
locus_A,chr1,81500,82500,0,0,0,0,0
locus_A,chr1,81700,82700,0,0,0,0,0
locus_A,chr1,81900,82900,0,0,0,0,0
locus_A,chr1,82100,83100,0,0,0,0,0
locus_A,chr1,82300,83300,0,0,0,0,0
locus_A,chr1,82500,83500,0,0,0,0,0
locus_A,chr1,82700,83700,0,0,0,0,0
locus_A,chr1,82900,83900,0,0,0,0,0
locus_A,chr1,83100,84100,0,0,0,0,0
locus_A,chr1,83300,84300,0,0,0,0,0
locus_A,chr1,83500,84500,0,0,0,0,0
locus_A,chr1,83700,84700,0,0,0,0,0
locus_A,chr1,83900,84900,0,0,0,0,0
locus_A,chr1,84100,85100,0,0,0,0,0
locus_A,chr1,84300,85300,0,0,0,0,0
locus_A,chr1,84500,85500,0,0,0,0,0
locus_A,chr1,84700,85700,0,0,0,0,0
locus_A,chr1,84900,85900,0,0,0,0,0
locus_A,chr1,85100,86100,0,0,0,0,0
locus_A,chr1,85300,86300,0,0,0,0,0
locus_A,chr1,85500,86500,0,0,0,0,0
locus_A,chr1,85700,86700,0,0,0,0,0
locus_A,chr1,85900,86900,0,0,0,0,0
locus_A,chr1,86100,87100,0,0,0,0,0
locus_A,chr1,86300,87300,0,0,0,0,0
locus_A,chr1,86500,87500,0,0,0,0,0
locus_A,chr1,86700,87700,0,0,0,0,0
locus_A,chr1,86900,87900,0,0,0,0,0
locus_A,chr1,87100,88100,0,0,0,0,0
locus_A,chr1,87300,88300,0,0,0,0,0
locus_A,chr1,87500,88500,0,0,0,0,0
locus_A,chr1,87700,88700,0,0,0,0,0
locus_A,chr1,87900,88900,0,0,0,0,0
locus_A,chr1,88100,89100,0,0,0,0,0
locus_A,chr1,88300,89300,0,0,0,0,0
locus_A,chr1,88500,89500,0,0,0,0,0
locus_A,chr1,88700,89700,0,0,0,0,0
locus_A,chr1,88900,89900,0,0,0,0,0
locus_A,chr1,89100,90100,0,0,0,0,0
locus_A,chr1,89300,90300,0,0,0,0,0
locus_A,chr1,89500,90500,0,0,0,0,0
locus_A,chr1,89700,90700,0,0,0,0,0
locus_A,chr1,89900,90900,0,0,0,0,0
locus_A,chr1,90100,91100,0,0,0,0,0
locus_A,chr1,90300,91300,0,0,0,0,0
locus_A,chr1,90500,91500,0,0,0,0,0
locus_A,chr1,90700,91700,0,0,0,0,0
locus_A,chr1,90900,91900,0,0,0,0,0
locus_A,chr1,91100,92100,0,0,0,0,0
locus_A,chr1,91300,92300,0,0,0,0,0
locus_A,chr1,91500,92500,0,0,0,0,0
locus_A,chr1,91700,92700,0,0,0,0,0
locus_A,chr1,91900,92900,0,0,0,0,0
locus_A,chr1,92100,93100,0,0,0,0,0
locus_A,chr1,92300,93300,0,0,0,0,0
locus_A,chr1,92500,93500,0,0,0,0,0
locus_A,chr1,92700,93700,0,0,0,0,0
locus_A,chr1,92900,93900,0,0,0,0,0
locus_A,chr1,93100,94100,0,0,0,0,0
locus_A,chr1,93300,94300,0,0,0,0,0
locus_A,chr1,93500,94500,0,0,0,0,0
locus_A,chr1,93700,94700,0,0,0,0,0
locus_A,chr1,93900,94900,0,0,0,0,0
locus_A,chr1,94100,95100,0,0,0,0,0
locus_A,chr1,94300,95300,0,0,0,0,0
locus_A,chr1,94500,95500,0,0,0,0,0
locus_A,chr1,94700,95700,0,0,0,0,0
locus_A,chr1,94900,95900,0,0,0,0,0
locus_A,chr1,95100,96100,0,0,0,0,0
locus_A,chr1,95300,96300,0,0,0,0,0
locus_A,chr1,95500,96500,0,0,0,0,0
locus_A,chr1,95700,96700,0,0,0,0,0
locus_A,chr1,95900,96900,0,0,0,0,0
locus_A,chr1,96100,97100,0,0,0,0,0
locus_A,chr1,96300,97300,0,0,0,0,0
locus_A,chr1,96500,97500,0,0,0,0,0
locus_A,chr1,96700,97700,0,0,0,0,0
locus_A,chr1,96900,97900,0,0,0,0,0
locus_A,chr1,97100,98100,0,0,0,0,0
locus_A,chr1,97300,98300,0,0,0,0,0
locus_A,chr1,97500,98500,0,0,0,0,0
locus_A,chr1,97700,98700,0,0,0,0,0
locus_A,chr1,97900,98900,0,0,0,0,0
locus_A,chr1,98100,99100,0,0,0,0,0
locus_A,chr1,98300,99300,0,0,0,0,0
locus_A,chr1,98500,99500,0,0,0,0,0
locus_A,chr1,98700,99700,0,0,0,0,0
locus_A,chr1,98900,99900,0,0,0,0,0
locus_A,chr1,99100,100100,0,0,0,0,0
locus_A,chr1,99300,100300,0,0,0,0,0
locus_A,chr1,99500,100500,0,0,0,0,0
locus_B,chr1,50500,51500,0,0,0,0,0
locus_B,chr1,50700,51700,0,0,0,0,0
locus_B,chr1,50900,51900,0,0,0,0,0
locus_B,chr1,51100,52100,0,0,0,0,0
locus_B,chr1,51300,52300,0,0,0,0,0
locus_B,chr1,51500,52500,0,0,0,0,0
locus_B,chr1,51700,52700,0,0,0,0,0
locus_B,chr1,51900,52900,0,0,0,0,0
locus_B,chr1,52100,53100,0,0,0,0,0
locus_B,chr1,52300,53300,0,0,0,0,0
locus_B,chr1,52500,53500,0,0,0,0,0
locus_B,chr1,52700,53700,0,0,0,0,0
locus_B,chr1,52900,53900,0,0,0,0,0
locus_B,chr1,53100,54100,0,0,0,0,0
locus_B,chr1,53300,54300,0,0,0,0,0
locus_B,chr1,53500,54500,0,0,0,0,0
locus_B,chr1,53700,54700,0,0,0,0,0
locus_B,chr1,53900,54900,0,0,0,0,0
locus_B,chr1,54100,55100,0,0,0,0,0
locus_B,chr1,54300,55300,0,0,0,0,0
locus_B,chr1,54500,55500,0,0,0,0,0
locus_B,chr1,54700,55700,0,0,0,0,0
locus_B,chr1,54900,55900,0,0,0,0,0
locus_B,chr1,55100,56100,0,0,0,0,0
locus_B,chr1,55300,56300,0,0,0,0,0
locus_B,chr1,55500,56500,0,0,0,0,0
locus_B,chr1,55700,56700,0,0,0,0,0
locus_B,chr1,55900,56900,0,0,0,0,0
locus_B,chr1,56100,57100,0,0,0,0,0
locus_B,chr1,56300,57300,0,0,0,0,0
locus_B,chr1,56500,57500,0,0,0,0,0
locus_B,chr1,56700,57700,0,0,0,0,0
locus_B,chr1,56900,57900,0,0,0,0,0
locus_B,chr1,57100,58100,0,0,0,0,0
locus_B,chr1,57300,58300,0,0,0,0,0
locus_B,chr1,57500,58500,0,0,0,0,0
locus_B,chr1,57700,58700,0,0,0,0,0
locus_B,chr1,57900,58900,0,0,0,0,0
locus_B,chr1,58100,59100,0,0,0,0,0
locus_B,chr1,58300,59300,0,0,0,0,0
locus_B,chr1,58500,59500,0,0,0,0,0
locus_B,chr1,58700,59700,0,0,0,0,0
locus_B,chr1,58900,59900,0,0,0,0,0
locus_B,chr1,59100,60100,0,0,0,0,0
locus_B,chr1,59300,60300,0,0,0,0,0
locus_B,chr1,59500,60500,0,0,0,0,0
locus_B,chr1,59700,60700,0,0,0,0,0
locus_B,chr1,59900,60900,0,0,0,0,0
locus_B,chr1,60100,61100,0,0,0,0,0
locus_B,chr1,60300,61300,0,0,0,0,0
locus_B,chr1,60500,61500,0,0,0,0,0
locus_B,chr1,60700,61700,0,0,0,0,0
locus_B,chr1,60900,61900,0,0,0,0,0
locus_B,chr1,61100,62100,0,0,0,0,0
locus_B,chr1,61300,62300,0,0,0,0,0
locus_B,chr1,61500,62500,0,0,0,0,0
locus_B,chr1,61700,62700,0,0,0,0,0
locus_B,chr1,61900,62900,0,0,0,0,0
locus_B,chr1,62100,63100,0,0,0,0,0
locus_B,chr1,62300,63300,0,0,0,0,0
